Country Name,"Time","Adolescent fertility rate (births per 1,000 women ages 15-19)","Annual freshwater withdrawals, total (% of internal resources)","Births attended by skilled health staff (% of total)","CO2 emissions (metric tons per capita)","Contraceptive prevalence, any methods (% of women ages 15-49)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","Forest area (sq. km)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","High-technology exports (% of manufactured exports)","Immunization, measles (% of children ages 12-23 months)","Income share held by lowest 20%","Life expectancy at birth, total (years)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000 live births)","Net barter terms of trade index (2000 = 100)","Net migration","Net official development assistance and official aid received (current US$)","Personal remittances, received (current US$)","Population density (people per sq. km of land area)","Population growth (annual %)","Population, total","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Prevalence of HIV, total (% of population ages 15-49)","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)","School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","Statistical Capacity score (Overall average)","Surface area (sq. km)","Terrestrial and marine protected areas (% of total territorial area)","Time required to start a business (days)","Total debt service (% of exports of goods, services and primary income)","Urban population growth (annual %)","GDP (current US$)"
Chile,"2004","56.2436","","99.8","3.73249299046498","","3064.44513699088","1717.85949534345","","1.923","6797252642.36959","160004.00390625","5190","10840","83077749294.344","173667663199.091","","94","","77.391","57.82954587","9.3","129.1023657","","54400000","11600000","21.5390465062765","1.03764280108146","16014971","","","0.2","0.6","","107.679740905762","0.981599986553192","93.106689453125","91.1111111111111","756096.015625","","42","","1.10685314333162","99210392857.6116"
Chile,"2005","55.8504","","99.8","3.82001803034236","","3095.64751193572","1752.7276160789","","1.909","7462207179.80944","160420","6210","11640","100452013431.305","188423173015.673","","90","","77.63","65.31393577","9.1","147.6152316","","170410000","13000000","21.7646588443462","1.04200958151135","16182721","","","0.2","","","106.795318603516","0.982290029525757","95.4048080444336","91.1111111111111","756096.015625","","42","","1.10886407943109","122964812046.073"
Chile,"2006","55.4572","","99.8","3.96308105705927","64.2","3222.41506070744","1805.22111829255","","1.901","7586190389.76648","160797.998046875","7340","13840","120072499690.976","226393185292.021","","91","4.6","77.865","76.13071604","9","191.8099657","","99240000","","21.9956952930533","1.05592653411586","16354504","2.4","29.1","0.3","0.6","","106.386123657227","0.986370027065277","96.1425704956055","91.1111111111111","756096.015625","","40","","1.12388486879654","154788024805.808"
Chile,"2007","55.064","3.9954802259887","99.7","4.33379715121328","","3339.46453747218","1852.50524872816","","1.898","13474760472.5025","161175.99609375","8690","15050","143603828920.903","248814945028.446","7.77716950372185","92","","78.099","84.42248866","8.9","198.4444157","107169","108680000","","22.2319877359016","1.06853750831829","16530195","","","0.3","0.6","","106.634986877441","0.986790001392365","95.568962097168","94.4444444444445","756096.015625","","40","","1.13530256801255","173605968179.255"
Chile,"2008","54.8116","","99.85","4.30034046637298","","3338.2893656538","1815.20784512664","","1.895","18473102612.1039","161554.00390625","10050","15220","167969056839.072","254260262604.88","6.81574565267327","96","","78.33","88.55856188","8.9","169.6316595","","106450000","","22.4714703573841","1.07143797237155","16708258","","","0.3","0.5","","106.429336547852","0.986010015010834","95.0621795654297","92.2222222222222","756096.015625","","40","","1.13931172256813","179638496278.574"
Chile,"2009","54.5592","","99.8","3.95621640079056","","3296.54073453887","1748.32848578122","","1.892","13855126064.8962","161932.001953125","9950","15060","168009833888.941","254255791260.918","6.37375406461089","93","4.6","78.558","97.41822695","8.8","177.4518558","","79190000","51938053.6776965","22.7107714130507","1.05928030084099","16886186","2.6","25.3","0.3","","","104.632316589355","0.989090025424957","92.3711929321289","92.2222222222222","756096.015625","","40","","1.12595346783564","172389498444.621"
Chile,"2010","54.3068","","99.83","4.23447610601378","","3306.95272965285","1807.91565802411","","1.884","16019683111.6555","162310","10750","16880","183353969443.646","288017255793.192","6.28377913476771","93","","78.779","116.3498908","8.7","216.4661962","","188540000","62324923.1059028","22.9479501660676","1.03892916043728","17062536","","","0.4","","","101.367057800293","1.00094997882843","92.8026809692383","94.4444444444444","756096.015625","","36.5","","1.1044180818879","218537551220.071"
Chile,"2011","54.0544","","99.85","4.59822558011175","","3583.5859023107","1950.23836027996","","1.87","24149598879.9503","165318.0078125","12340","19110","212599041048.838","329368731234.727","5.0929223846664","91","4.9","78.986","129.4870432","8.5","219.7968682","","167420000","70917381.8950211","23.1779873303205","0.997439115198244","17233576","1.6","22.2","0.4","","94.2626113891602","100.44149017334","1.00001001358032","92.2592926025391","94.4444444444444","756096.015625","","9.5","","1.06402130316429","252251992029.442"
Chile,"2012","53.802","","99.83","4.65362524092192","","3807.51027551347","2138.29936839765","","1.849","30292554797.5389","168325.99609375","14350","20490","249672636629.59","356585691606.824","5.20455846411352","90","","79.176","137.589055","8.4","204.6828122","163730","128080000","72030040.7443826","23.402282979991","0.963057456532428","17400347","","","0.4","","96.466178894043","99.9265823364258","1.00264000892639","90.1779403686523","94.4444444444444","756096.015625","","7.5","","1.0284599807799","267122320056.702"
Chile,"2013","51.252","","99.8","4.73643108698645","","3879.86073135332","2202.11521982719","","1.821","20824865443.2657","171334.00390625","15270","21470","268351959167.388","377205694908.338","6.72954405120105","90","5.1","79.349","134.6574258","8.3","198.2863808","","80560000","71108144.9065198","23.6324815360804","0.978852117140791","17571507","0.9","14.4","0.4","0.5","95.5519180297852","98.17578125","0.992139995098114","99.2485198974609","95.5555555555556","756096.015625","","7.5","","1.04420300070335","278384332694.359"
Chile,"2014","48.702","","99.75","4.64906220009855","","3879.6756048595","2032.93475704291","","1.787","23736252540.8038","174341.9921875","14990","21990","266267394057.112","390604167246.858","7.06107104664962","97","","79.504","133.3451921","8.1","194.2478398","","245580000","60612706.416405","23.884591723835","1.06114512594635","17758959","","","0.4","0.5","95.3303909301758","98.0995712280273","0.992030024528503","99.4184494018555","95.5555555555556","756096.015625","","7.5","","1.12645643978205","260541637327.864"
Chile,"2015","46.152","","99.7","","","","2005.55106241165","","1.75","21055618323.7462","177350","14140","22010","254067754999.065","395579058008.75","6.78371661493198","96","4.8","79.646","129.1440655","7.9","188.90009","","54330000","58992215.8381229","24.1675573408594","1.17775747141868","17969353","1.3","11.7","0.5","","93.7303009033203","98.7030334472656","0.991100013256073","99.8874130249023","95.5555666666667","756096.015625","","7.5","","1.24302725952207","243919079437.22"
Chile,"2016","43.602","","","","76.2635245751857","","","","1.713","12135710063.5419","180358.0078125","13420","22250","244328645513.562","405214219662.615","8.17114467952459","93","","79.779","127.972519","7.7","197.0407307","","178440000","64551112.6635094","24.4899577081939","1.32520160643522","18209068","","","0.5","","92.7776031494141","99.7986297607422","0.992060005664825","99.6315994262695","95.5555666666667","756700","13.5939050071834","7.5","","1.39614305163962","250339876460.228"
Chile,"2017","41.052","","","","","","","","1.678","5852183238.92468","","13290","23260","245499176281.807","429558689700.93","6.43787053874217","93","5.2","79.909","124.5944777","7.4","218.4712368","558539","69460000","66541753.5876935","24.8414839222839","1.42518504417829","18470439","0.7","8.6","0.5","","92.8040313720703","101.471199035645","0.99168998003006","99.6577224731445","93.3333333333333","756700","27.0392385768099","7.5","","1.50294061291484","277746457909.868"
Chile,"2018","","","","","","","","","","6082221197.63492","","14670","24190","274752211958.482","453015813363.178","6.38315047149194","93","","","134.4373213","7.2","217.613949","","","66095534.5836223","25.1894460666519","1.39101054110467","18729160","","","0.5","","","","","","90","756700","27.0392385768099","6","","1.47555844683509","298231139609.448"
Mexico,"1960","116.4508","","","1.67099014109949","","","","","6.769","","","","","","","","","","57.077","0","150.2","","","-2190000","","","3.11850759656585","37771859","","","","","","","","","","","","","","4.74336734458669","13040000000"
Mexico,"1961","116.6804","","","1.67596132900902","","","","","6.768","","","","","","","","","","57.668","","143.9","","","68120000","","20.0447830448314","3.11265537030025","38966056","","","","","","","","","","1964380","","","","4.74836440825959","14160000000"
Mexico,"1962","116.91","","","1.58748502530854","","","","","6.77","","","360","","14659119018.1453","","","","","58.193","","138.4","","-409085","28940000","","20.6771362432161","3.10596378859192","40195319","","","","","","","","","","1964380","","","","4.71726041725495","15200000000"
Mexico,"1963","116.91","","","1.6005283972076","","","","","6.775","","","390","","16311307146.0803","","","","","58.656","","133.7","","","15630000","","21.3289276987577","3.10356987278023","41462369","","","","","","","","","","1964380","","","","4.68743535829883","16960000000"
Mexico,"1964","116.91","","","1.73665836206751","","","","","6.78","","","440","","18855206802.6928","","","","","59.069","","129.6","","","-12910000","","22.0021497466499","3.10759050974029","42771079","","","","","","","","","","1964380","","","","4.66306402769476","20080000000"
Mexico,"1965","116.91","","","1.7053551511016","","","","","6.783","","","480","","21111058885.793","","","","","59.447","0","125.8","","","40430000","","22.6980390442141","3.11383706972012","44123853","","","","","","","","","","1964380","","","","4.6382038473177","21840000000"
Mexico,"1966","116.91","","","1.77792525470874","","","","","6.779","","","510","","23401113479.3456","","","","","59.807","","122.3","","","41540000","","23.4161048380874","3.11454915399194","45519737","","","","","","","","","","1964380","","","","4.61423447115065","24320000000"
